Player_Id,bet_amt,cpd,ggr
"554,177,398",89881,18,3350
"550,509,391",7,1,1
"563,174,514",405,1,55
"138,824,910",3900,11,-276
"549,291,918",101966,19,3891
"504,858,632",1641,4,66
"559,478,277",0,1,0
"560,861,751",1674,7,86
"557,525,789",313,2,136
"412,042,739",1015,5,101
"578,143,942",22,10,16
"576,644,644",5343,16,192
"549,358,343",0,0,0
"554,225,028",224,3,72
"521,472,049",23,6,8
"324,317,735",33777,11,3624
"387,188,759",121496,21,-2573
"551,576,975",1894,1,-1085
"529,513,491",16934,26,987
"555,952,109",283,4,23
"579,205,853",37598,2,2751
"536,502,134",46448,18,920
"478,732,879",3486,17,1062
"203,457,974",9332,28,685
"7,682,825",1573,2,557
"559,574,262",19237,21,-583
"517,560,677",34304,21,918
"575,508,603",16593,23,-3951
"557,397,417",3635,5,672
"407,736,181",4464,14,-1234
"577,732,427",340,6,133
"566,398,972",13835,16,-413
"566,759,791",4713,5,805
"517,949,055",53436,18,318
"203,555,494",12511,17,1538
"534,682,900",41526,8,3055
"549,476,990",3026,6,-67
"554,966,933",84,1,1
"567,007,033",10094,3,1488
"412,037,536",49196,19,773
"552,363,435",11079,3,-4650
"574,842,382",11457,5,1694
"187,555,922",32769,27,520
"551,541,247",148352,10,-106757
"576,784,200",4686,29,536
"513,891,486",6675,8,300
"10,976,410",9522,4,1953
"559,451,691",0,0,0
"559,667,218",26987,23,2364
"560,026,101",51559,3,2610
"549,444,727",39529,8,522
"574,648,520",82799,17,-1640
"533,769,855",83194,22,-146
"559,497,827",375,8,78
"549,901,494",2,1,1
"563,548,210",30498,11,-786
"504,401,337",10262,20,1499
"551,699,800",867,3,7
"550,937,850",3367,4,66
"554,903,590",325073,26,12033
"412,889,273",7955,7,3350
"558,427,666",45579,21,-5391
"558,830,287",3236,19,-725
"12,117,443",16402,23,1570
"566,231,618",6332,9,-237
"575,738,386",319,3,25
"515,443,649",116615,16,-5328
"533,907,567",116231,28,-5539
"556,954,796",1,1,0
"566,924,621",513,10,77
"558,811,698",1251,1,137
"576,689,096",10,2,8
"560,050,712",1369,3,539
"549,446,605",9827,8,562
"577,243,131",730,5,142
"185,688,722",5276,3,625
"556,360,757",75032,15,2680
"574,493,039",48,2,28
"550,680,576",28260,8,3136
"549,138,355",8732,12,2046
"205,423,388",23476,19,2371
"549,972,513",6054,10,-30
"478,749,651",7842,9,961
"578,312,992",87812,13,11887
"22,543,923",12888,19,1758
"559,687,311",15464,24,906
"576,857,517",0,0,0
"556,032,814",3738,13,904
"579,080,518",13932,12,2475
"15,358,675",9741,22,342
"557,399,850",5206,2,1348
"559,155,638",431,4,80
"549,410,680",979,4,-233
"576,712,340",302,1,31
"559,156,535",24856,13,493
"551,775,821",581214,22,3065
"563,322,322",12162,13,800
"196,228,739",15,1,4
"551,152,940",4472,17,699
"414,319,904",27630,25,-1595
"193,315,960",14550,30,761
"534,980,981",376,4,104
"552,128,488",28,1,14
"576,081,169",26201,5,4610
"561,944,975",4172,8,432
"576,821,856",21766,2,3487
"549,711,567",15039,14,289
"578,350,873",5993,11,158
"529,480,034",810,5,98
"552,352,828",16,1,14
"7,590,746",10940,2,1113
"356,445,833",13629,26,137
"528,874,803",3251,6,615
"563,181,909",9646,4,542
"554,142,211",30257,8,1393
"504,806,055",238,5,54
"560,297,297",185202,24,643
"15,462,868",68843,14,-163
"578,158,763",1,1,1
"390,072,261",5126,25,952
"22,858,053",137902,28,8242
"519,097,447",12829,17,-1402
"189,227,958",40835,25,262
"574,543,422",27909,26,-1351
"501,451,783",26811,14,3039
"521,471,549",1496,11,-189
"186,079,854",14054,22,2000
"558,892,135",15993,4,5209
"566,994,095",102,1,30
"575,526,121",1379,2,202
"5,162,942",85437,17,12995
"414,677,543",6309,1,900
"550,748,093",950,2,-169
"552,280,441",184,2,134
"567,029,267",97605,25,4224
"17,750,346",81032,6,1154
"577,317,784",18108,23,2211
"566,636,881",36890,28,3818
"20,928,754",17010,8,1310
"186,465,992",436,9,87
"566,072,305",2975,2,776
"575,757,262",11350,21,1279
"413,987,474",44791,19,-633
"555,587,762",4603,16,460
"549,452,829",14147,1,665
"555,082,855",5305,7,-66
"578,676,927",25178,9,4933
"187,314,540",703,2,195
"578,479,302",47122,27,2251
"555,770,109",619,2,101
"6,184,335",51512,21,2289
"558,872,133",26340,28,-65
"554,168,078",4210,13,-185
"577,429,652",20845,19,1636
"550,402,136",22840,19,2800
"555,961,758",27395,16,-546
"574,843,155",730,1,338
"556,132,395",176,5,81
"560,951,134",2554,5,626
"550,428,181",23310,24,1235
"529,382,920",149310,15,-4633
"504,340,737",381,5,43
"504,724,555",56905,18,-110
"574,759,729",32918,24,2744
"577,524,505",9710,4,1153
"189,876,328",56712,26,392
"554,110,925",21,4,19
"576,352,958",25,9,10
"578,114,677",51,1,31
"534,918,472",8467,17,430
"577,716,402",5829,11,1649
"521,418,463",22583,23,1473
"575,396,676",111,1,71
"559,435,898",721576,28,130
"517,668,604",7555,9,430
"550,514,083",610,4,54
"560,045,601",589,1,67
"578,476,704",21398,3,3675
"513,949,787",354278,28,10064
"555,105,859",10449,20,-238
"563,306,633",38969,18,856
"555,644,374",6263,8,750
"472,810,521",117,1,1
"519,607,373",331,2,70
"14,107,057",6787,27,486
"566,794,298",112,7,5
"560,316,961",3397,3,684
"566,199,866",1914,6,437
"575,932,516",1015,13,95
"517,214,886",25018,24,3434
"504,691,107",32420,19,1048
"576,326,027",76,5,29
"549,900,563",0,0,0
"555,253,317",3828,4,1215
"536,634,766",6459,7,1770
"576,642,280",134869,21,13168
"521,620,970",203,1,135
"529,306,654",30547,17,2492
"575,560,303",11,6,8
"555,518,618",3566,2,-637
"18,539,039",24887,21,1015
"550,879,449",34613,16,3543
"555,413,597",257,1,131
"556,147,322",258393,17,-1694
"517,184,593",1991,4,262
"516,024,598",273155,28,11026
"566,056,897",47260,24,2560
"411,960,366",279,8,88
"560,576,620",1,2,1
"550,753,910",6494,18,464
"510,296,343",975,3,397
"517,054,510",39,7,34
"567,164,377",47471,11,1725
"550,585,350",10607,17,-77
"577,984,550",90,1,41
"510,758,381",16,8,11
"533,820,170",1945,6,214
"560,990,651",88265,14,-2694
"576,847,335",0,1,0
"561,915,945",3111,3,476
"575,685,750",5168,21,1080
"519,956,266",28495,22,1563
"536,464,405",2446,11,607
"574,764,461",78339,28,1996
"577,767,977",227,1,134
"550,814,970",70240,7,1249
"555,326,479",27760,8,1668
"516,956,347",14112,14,4776
"549,481,185",740,4,132
"561,559,623",15203,12,1402
"575,322,567",7655,11,680
"575,655,596",9432,4,1307
"575,348,229",1194,4,-419
"555,670,677",831,8,-1
"422,594,999",20382,14,4449
"579,296,700",858,2,268
"560,235,737",59391,11,5610
"209,074,833",6900,7,1998
"196,688,659",0,0,0
"519,277,456",18890,23,1723
"554,179,178",8790,15,348
"578,178,143",34677,19,3569
"556,487,079",1045,2,-2
"550,304,070",1701,10,550
"519,081,000",1078,4,252
"187,614,149",292691,7,2012
"576,108,451",24186,23,3664
"555,890,447",39544,7,2436
"530,066,910",105913,20,697
"550,093,453",10059,21,-92
"558,899,340",11828,10,-23
"563,450,994",541,11,115
"577,068,238",3592,4,708
"380,068,210",4488,8,-202
"210,723,893",145033,13,7764
"558,691,337",1812,2,745
"558,479,922",59901,25,2484
"519,726,043",79,3,50
"520,889,995",453,8,54
"551,882,139",217,5,42
"559,722,919",54421,20,1956
"576,729,432",29856,26,1307
"560,292,841",99,7,-17
"578,548,399",4428,16,265
"559,491,907",17647,21,-4748
"536,667,376",366,4,81
"560,219,034",16259,24,1388
"578,591,970",668,1,135
"566,803,060",156,4,57
"210,521,807",95507,14,-895
"550,746,905",14314,7,798
"408,099,703",352,1,55
"567,228,565",1,1,1
"550,353,504",1734,4,131
"517,334,327",21394,21,724
"138,110",4670,14,749
"575,437,702",1086,6,295
"556,062,790",166516,7,2999
"578,617,642",23134,15,3026
"521,706,227",2846,6,271
"515,583,672",2367,3,646
"518,679,215",293,1,136
"559,632,665",9550,21,1587
"519,014,091",26195,19,1761
"566,721,076",29432,13,2374
"552,371,034",617,1,81
"519,357,843",40051,15,3195
"561,436,559",8209,18,251
"574,517,457",25823,14,2488
"513,964,634",30,1,1
"519,785,503",260,3,78
"200,256,717",10511,9,1376
"189,754,604",9504,12,610
"15,304,372",17536,8,2308
"560,955,187",104479,19,-9668
"560,750,711",3472,14,1046
"192,488,472",61608,24,3623
"510,853,147",217,1,114
"560,386,930",0,1,0
"533,971,024",506,1,27
"559,485,134",19,1,8
"556,957,836",687,2,46
"550,678,293",1,4,1
"553,902,360",133905,15,2891
"574,618,695",0,1,0
"578,601,210",73722,25,-4150
"561,820,879",358,1,-512
"519,044,142",73,1,14
"560,809,386",25210,23,-2018
"517,154,753",26489,26,2236
"575,049,249",1853,5,138
"549,584,129",351,2,109
"563,586,474",785,10,187
"379,115,978",144,2,50
"566,467,666",10340,6,1027
"528,836,296",1454,1,266
"549,105,512",143,1,68
"549,713,560",48088,21,-610
"560,911,974",1048,11,201
"561,709,065",152081,24,793
"578,644,678",98809,9,11284
"552,902,547",1835,9,175
"521,479,618",8192,14,1331
"414,986,898",51943,19,5230
"563,324,473",624,3,199
"521,246,096",9251,6,1345
"534,887,810",3091,5,-742
"556,293,488",102,1,102
"530,157,489",4415,6,1081
"557,237,759",1209,8,-361
"549,558,862",18946,19,1535
"409,143,148",90546,20,10498
"554,993,389",5148,4,2032
"408,000,747",36106,15,2707
"576,277,858",138,5,11
"517,977,114",392,1,273
"555,185,338",10043,20,2170
"549,535,855",35466,20,4416
"516,947,842",2952,6,-289
"553,824,136",10630,22,915
"558,914,274",10268,3,454
"575,395,805",346,6,40
"579,030,548",30061,4,6098
"563,313,228",33233,27,-223
"519,992,527",10041,6,-262
"551,122,408",48550,26,1256
"557,208,443",29387,16,380
"472,736,329",63823,10,-8417
"558,378,065",1360,7,392
"529,954,056",19,5,12
"213,811,185",45430,26,2742
"576,282,365",17246,13,1086
"577,667,722",225,5,114
"529,270,044",0,0,0
"510,666,386",345,10,95
"559,613,793",2938,6,810
"556,210,632",10,1,5
"550,224,313",26,1,13
"574,568,104",42,1,13
"530,196,737",104,3,54
"521,330,812",16456,25,1702
"560,177,249",853,5,134
"23,527,659",78637,28,959
"536,712,369",15618,6,-2514
"561,817,001",5477,3,1647
"517,652,679",133,4,0
"550,728,911",576,7,145
"521,533,529",3394,8,666
"513,940,305",21217,10,1178
"7,172,482",149317,25,-4900
"556,809,904",186719,10,-4771
"549,875,327",68396,25,-2592
"563,574,522",439,2,129
"549,277,275",281,10,106
"519,322,842",7219,5,1080
"510,853,233",59134,5,766
"558,624,682",26484,16,-609
"561,413,646",11909,16,1692
"567,225,349",579,2,132
"560,803,194",91,2,54
"534,726,090",5451,3,806
"555,024,956",20,2,18
"204,757,072",79912,12,9457
"536,674,790",2316,13,943
"477,222,201",8202,17,-24
"6,080,181",1741,4,230
"563,142,739",3863,8,241
"140,407,537",670,11,80
"550,419,885",5544,6,99
"411,866,561",203,1,135
"521,262,416",8183,8,1043
"555,609,245",21920,9,3414
"549,357,549",2236,8,547
"472,816,790",15513,19,2092
"579,080,300",822,2,270
"517,174,815",80717,18,1814
"575,225,776",34140,26,742
"530,088,749",58554,24,1472
"415,037,291",49012,11,872
"519,594,358",3215,16,412
"415,750,570",300,9,88
"552,184,073",1255,8,227
"559,049,774",2487,8,291
"575,840,083",50,1,25
"403,151,012",49480,28,2894
"561,915,562",20530,24,1605
"578,849,465",38450,10,2051
"566,124,386",378,3,137
"566,035,908",4277,2,479
"577,737,514",234,2,163
"555,424,459",26132,23,894
"534,135,987",16561,18,-1117
"557,154,546",17432,7,3119
"519,063,717",3217,1,66
"521,605,764",228,2,27
"579,052,730",45251,4,7898
"549,304,961",226,7,97
"561,722,179",26,1,10
"529,476,123",41430,13,3675
"517,978,703",794,4,-67
"575,348,393",657,1,136
"553,962,840",101149,19,-2678
"555,782,442",79505,20,4591
"189,204,935",15806,21,1623
"510,749,476",198,1,-68
"577,689,022",14307,4,2689
"551,689,757",17145,13,1442
"559,829,070",250,2,81
"576,091,250",8348,9,-1933
"576,203,139",10180,17,798
"556,899,850",5041,22,737
"511,090,868",11871,8,1412
"550,780,577",451,3,74
"473,176,259",23267,23,1316
"566,187,298",7486,10,1642
"578,472,710",17437,3,-2298
"534,900,420",10045,22,624
"560,408,465",20588,8,1146
"575,142,577",8728,5,2057
"185,981,468",17175,10,-1719
"560,888,188",85,1,68
"520,898,507",2,2,1
"560,952,828",42251,21,1371
"23,440,726",68562,16,4576
"578,228,936",94,1,40
"554,609,547",73689,21,4619
"559,616,769",18479,27,2622
"209,261,353",38382,15,2002
"579,341,375",11989,2,-2966
"510,639,418",879,5,433
"578,735,314",11759,12,2874
"576,559,066",1666,2,-900
"551,436,547",2,3,2
"189,012,862",47046,4,5537
"557,024,380",7952,26,481
"566,801,093",1852,6,275
"534,243,518",55455,5,2062
"566,895,061",279,1,66
"550,653,824",29940,20,1989
"536,538,837",693,11,92
"517,950,194",1735,2,250
"511,071,057",428,10,47
"558,990,875",4384,9,1091
"576,185,276",8919,11,668
"4,646,486",35273,20,3881
"517,905,535",15023,20,1584
"551,556,531",2705,6,778
"513,002,950",11,2,3
"555,383,791",69522,25,4848
"210,884,511",14913,28,1271
"482,170,832",87705,28,-842
"534,697,787",4968,7,841
"504,595,825",132,1,51
"566,386,872",155,2,135
"516,064,906",30039,17,-3228
"550,645,075",18151,14,1169
"19,731,578",12302,13,-2240
"577,878,424",2967,1,-804
"566,842,609",15683,20,723
"559,531,020",32643,28,1753
"574,793,385",186,6,57
"550,849,318",0,1,0
"574,526,763",10783,13,514
"574,591,458",56191,28,3629
"510,862,263",22964,25,1285
"552,021,181",22883,8,-4078
"578,739,206",237258,21,14508
"577,119,430",2383,3,-1214
"555,431,182",32730,5,-2306
"513,035,597",12116,11,2663
"564,022,914",2008,2,1079
"579,205,995",29901,2,5443
"15,702,926",6831,2,1521
"579,196,226",21621,3,766
"550,287,827",2466,18,-195
"207,672,997",14,2,5
"551,193,355",12007,16,1652
"554,740,060",576,1,283
"519,894,463",1560,5,297
"575,850,341",18891,12,-123
"551,960,415",20795,18,2106
"516,836,817",242,2,44
"561,587,447",65,3,51
"560,758,344",151,3,-27
"7,143,260",76700,19,3066
"558,831,878",30027,20,2239
"160,273,774",10720,14,964
"517,882,001",10203,9,-1840
"556,440,098",1056,3,362
"550,509,960",92,1,27
"575,087,414",17,2,6
"549,590,583",4526,11,659
"551,174,504",50040,27,901
"14,484,178",16035,3,645
"188,832,832",171807,17,7279
"579,196,171",83733,5,-4385
"556,212,826",368,1,67
"415,267,775",14551,10,912
"576,875,630",6323,4,1276
"512,818,120",114,3,38
"556,278,754",642,5,93
"553,534,270",44,1,27
"553,916,674",148872,24,7364
"210,319,916",8581,12,1094
"554,548,399",14291,17,954
"517,901,231",5587,11,1014
"521,281,568",17083,6,2802
"549,751,538",30,1,20
"557,110,437",26667,21,2701
"578,754,153",88642,6,3642
"577,674,586",19705,22,1073
"551,765,336",4314,10,848
"549,906,498",1036,2,282
"578,599,749",608,4,175
"576,437,972",68049,27,3968
"517,435,830",6026,17,834
"549,536,791",378083,14,5887
"575,370,950",5799,2,1154
"521,504,975",14304,37,1559
"185,484,519",5829,3,756
"516,069,921",15270,28,1145
"578,206,734",301,2,70
"551,749,620",12800,6,337
"549,737,445",18968,5,2072
"200,531,773",41530,24,1525
"517,686,125",12324,26,1790
"519,366,761",0,0,0
"559,812,041",8241,16,1605
"183,715,428",22494,23,598
"577,635,161",58780,19,3046
"575,757,900",35825,8,3509
"517,733,133",851,4,68
"204,413,657",1932,9,203
"560,593,221",415,6,91
"575,993,798",47407,9,2592
"20,830,686",824,5,268
"574,649,420",53696,22,-6020
"534,581,221",72,2,44
"554,940,945",5571,3,679
"574,700,428",9075,11,1238
"551,418,681",5,4,4
"556,743,490",31393,20,813
"533,845,317",14976,22,361
"555,219,247",10782,17,1389
"555,648,557",5711,11,151
"579,274,435",1457,4,320
"478,690,653",4,2,1
"575,766,839",7701,19,883
"530,240,990",2,1,1
"529,036,179",205,1,122
"566,560,265",49,3,27
"560,997,632",13826,26,1011
"560,343,175",811,2,135
"555,344,337",218,1,119
"574,574,381",50271,7,2057
"521,272,364",6317,3,716
"577,086,625",32524,12,1820
"533,970,586",508,1,81
"577,629,737",102,3,68
"577,977,137",3681,3,-786
"556,325,862",42833,13,725
"574,904,457",217,3,75
"578,857,848",1959,1,271
"579,328,433",852,2,226
"559,014,477",43226,11,2390
"556,768,015",30165,14,314
"184,288,590",13302,11,2361
"199,200,446",71503,21,2949
"567,159,894",1948,2,205
"536,568,680",198293,24,6356
"563,220,483",6626,8,498
"576,139,829",2,2,1
"566,754,256",13338,7,1527
"554,641,337",81102,12,-6120
"575,171,329",322,3,43
"551,623,657",36004,14,3495
"517,244,079",144,6,-8
"577,837,619",28701,16,1416
"517,205,278",13001,18,853
"504,789,774",1781,7,248
"563,574,460",20706,17,3339
"533,959,376",24794,18,1532
"566,347,409",40646,24,-415
"575,114,121",384,4,53
"519,117,710",915,5,191
"550,254,810",539,6,141
"504,797,213",1426,1,605
"576,755,722",837,2,340
"576,585,118",61991,22,5565
"566,251,350",16477,23,196
"521,847,609",104273,23,2443
"578,709,733",680,1,271
"559,678,744",252,1,135
"555,142,249",110989,27,6989
"578,443,455",26220,7,3437
"549,633,044",52496,8,500
"560,947,143",18997,11,820
"575,433,687",7801,4,749
"561,963,103",19215,20,1127
"555,632,002",843,1,135
"555,767,686",3323,7,634
"566,622,842",2506,17,878
"578,884,983",377,5,71
"556,911,346",1576,5,522
"555,709,425",30331,11,2127
"472,604,749",359,1,68
"519,383,588",2899,2,263
"555,924,344",28182,23,960
"560,879,212",133,1,2
"510,852,984",199,3,67
"577,912,411",65579,17,148
"578,179,686",138747,3,1840
"576,657,112",161342,28,-18429
"576,536,249",13471,10,5721
"553,514,794",5167,2,1625
"555,553,633",13161,16,976
"551,972,868",3979,12,-868
"566,737,061",1,1,1
"477,343,343",10114,8,-845
"560,545,911",10337,28,1131
"556,648,576",20296,16,1749
"519,596,798",546,2,293
"555,974,769",1861,15,78
"473,202,437",4329,6,137
"576,760,109",8500,20,921
"555,816,304",911,3,196
"579,119,697",19114,3,6925
"576,904,740",10770,17,517
"557,351,517",1737,15,140
"566,418,089",62122,2,1565
"199,375,930",112418,24,2416
"550,769,601",3140,14,607
"517,584,795",26663,10,3414
"556,709,476",78030,25,3200
"563,311,440",2045,11,122
"521,499,315",4002,9,504
"555,475,880",10210,25,1663
"207,325,816",512,2,129
"6,220,457",60020,30,2606
"533,891,430",7499,4,563
"519,177,020",470,1,143
